sales_id,customer_id,product_id,store_id,date_key,quantity,unit_price,discount,sales_amount,payment_method
T028549,C01042,P0022,S108,20250207,2,3488.12,1031.36,5944.88,Credit Card
T028550,C04594,P0042,S096,20230620,2,1739.41,411.34,3067.48,Debit Card
T028551,C02352,P0016,S095,20250109,3,1299.34,860.31,3037.71,UPI
T028552,C00259,P0338,S066,20250601,1,39974.32,3473.47,36500.85,UPI
T028553,C03065,P0378,S018,20230725,5,702.38,514.69,2997.21,UPI
T028554,C03100,P0192,S089,20251210,5,115.39,33.16,543.79,Cash
T028555,C02803,P0243,S001,20240528,3,1730.28,547.28,4643.56,UPI
T028556,C02147,P0301,S018,20240902,2,1633.54,473.24,2793.84,Cash
T028557,C03157,P0240,S021,20230613,2,766.94,199.82,1334.06,Cash
T028558,C00308,P0130,S081,20240926,2,10661.68,2625.24,18698.12,Debit Card
T028559,C04289,P0110,S017,20250807,4,4763.18,5446.69,13606.03,UPI
T028560,C04063,P0274,S034,20240226,4,1635.49,2183.02,4358.94,UPI
T028561,C01322,P0376,S052,20230508,1,9307.12,1243.18,8063.94,UPI
T028562,C00288,P0462,S025,20230428,1,3754.59,377.99,3376.6,Debit Card
T028563,C01939,P0360,S021,20230525,2,9965.55,3787.08,16144.02,Cash
T028564,C01071,P0391,S101,20231002,1,112710.01,13082.23,99627.78,Credit Card
T028565,C02443,P0001,S099,20230223,1,1450.99,558.19,892.8,Credit Card
T028566,C02037,P0300,S008,20251019,2,12222.82,3312.19,21133.45,Cash
T028567,C00163,P0131,S084,20240808,5,329.25,233.71,1412.54,UPI
T028568,C01777,P0470,S074,20230117,1,1610.39,79.81,1530.58,Credit Card
T028569,C00476,P0178,S092,20240222,3,1606.75,339.07,4481.18,UPI
T028570,C01796,P0401,S001,20230408,1,1342.0,189.95,1152.05,UPI
T028571,C01481,P0221,S017,20240319,3,2712.22,1185.64,6951.02,UPI
T028572,C02129,P0117,S100,20251217,2,81074.95,12783.18,149366.72,UPI
T028573,C04566,P0311,S012,20250810,2,1609.03,385.6,2832.46,Debit Card
T028574,C00188,P0076,S009,20231107,2,1291.18,226.65,2355.71,UPI
T028575,C01565,P0009,S026,20240318,2,1069.04,316.41,1821.67,Cash
T028576,C03607,P0443,S102,20241205,1,6443.38,459.07,5984.31,Debit Card
T028577,C01867,P0019,S119,20240110,3,1117.15,176.22,3175.23,Credit Card
T028578,C01174,P0431,S016,20241022,3,1728.81,168.57,5017.86,UPI
T028579,C04403,P0180,S052,20250728,1,1311.43,12.98,1298.45,UPI
T028580,C02314,P0098,S097,20240407,3,946.76,161.52,2678.76,Credit Card
T028581,C02890,P0179,S041,20240904,5,1718.35,1469.25,7122.5,Credit Card
T028582,C01379,P0196,S042,20230411,2,71650.99,8354.65,134947.33,Credit Card
T028583,C01955,P0088,S090,20231122,1,4459.15,301.01,4158.14,UPI
T028584,C01889,P0440,S085,20230516,1,8191.29,758.81,7432.48,UPI
T028585,C04000,P0254,S091,20250525,2,10758.68,1755.39,19761.97,UPI
T028586,C03682,P0069,S056,20241021,7,749.74,45.13,5203.05,Debit Card
T028587,C04773,P0446,S018,20250302,1,663.19,29.74,633.45,Credit Card
T028588,C02442,P0334,S077,20230506,2,343.83,34.22,653.44,Net Banking
T028589,C04668,P0091,S040,20250831,2,14156.44,4368.14,23944.74,Credit Card
T028590,C03318,P0189,S112,20230219,1,10478.58,1044.32,9434.26,UPI
T028591,C03730,P0380,S060,20240724,3,722.81,103.48,2064.95,Cash
T028592,C03466,P0389,S021,20231207,2,2815.22,1820.1,3810.34,Credit Card
T028593,C04264,P0386,S060,20230530,2,4833.24,2720.34,6946.14,UPI
T028594,C01879,P0497,S089,20250723,1,14515.44,1889.53,12625.91,UPI
T028595,C01311,P0461,S024,20230114,9,662.66,276.33,5687.61,Cash
T028596,C04890,P0161,S100,20230302,3,297.57,86.56,806.15,Net Banking
T028597,C00454,P0434,S061,20240712,2,21254.77,5108.5,37401.04,UPI
T028598,C04210,P0449,S118,20240807,1,113696.63,15281.22,98415.41,UPI
T028599,C01982,P0427,S008,20241116,8,335.48,24.46,2659.38,UPI
T028600,C03238,P0358,S029,20230904,2,1574.94,244.91,2904.97,Debit Card
T028601,C01483,P0150,S097,20241228,2,3096.71,1272.63,4920.79,UPI
T028602,C02981,P0207,S042,20230403,1,16177.08,1662.89,14514.19,UPI
T028603,C03289,P0371,S034,20230329,3,1230.63,293.06,3398.83,Credit Card
T028604,C01685,P0134,S042,20250827,5,674.31,563.66,2807.89,UPI
T028605,C01195,P0226,S035,20240820,3,608.71,536.21,1289.92,Cash
T028606,C01941,P0251,S038,20230111,1,2055.99,154.05,1901.94,UPI
T028607,C01814,P0244,S013,20250331,2,2671.47,503.6,4839.34,Debit Card
T028608,C00113,P0461,S027,20251010,2,662.66,9.71,1315.61,UPI
T028609,C00356,P0308,S042,20240215,2,549.73,108.08,991.38,Credit Card
T028610,C00074,P0230,S056,20250513,1,10268.89,1179.83,9089.06,UPI
T028611,C00771,P0341,S009,20250603,3,1054.89,618.01,2546.66,UPI
T028612,C00666,P0115,S015,20250126,3,1265.78,312.13,3485.21,Cash
T028613,C04285,P0229,S035,20230114,2,2321.33,1186.64,3456.02,UPI
T028614,C03074,P0354,S018,20241004,1,2612.51,208.91,2403.6,UPI
T028615,C03858,P0322,S054,20231208,3,1370.98,543.31,3569.63,UPI
T028616,C03349,P0397,S041,20250906,2,13124.38,2356.7,23892.06,UPI
T028617,C00823,P0188,S075,20240115,1,2348.22,126.68,2221.54,Credit Card
T028618,C01222,P0248,S021,20250823,3,2127.5,345.9,6036.6,UPI
T028619,C04639,P0285,S106,20230313,2,1114.62,373.43,1855.81,UPI
T028620,C04754,P0347,S120,20250128,3,2366.15,1336.63,5761.82,UPI
T028621,C01908,P0115,S080,20240727,2,1265.78,135.67,2395.89,UPI
T028622,C02666,P0250,S073,20241219,7,163.99,36.71,1111.22,UPI
T028623,C04443,P0320,S011,20240203,3,1408.13,238.48,3985.91,Debit Card
T028624,C03981,P0231,S040,20250109,2,3426.01,1791.89,5060.13,Debit Card
T028625,C01489,P0391,S086,20251029,2,112710.01,30852.67,194567.35,UPI
T028626,C02237,P0268,S072,20230911,2,41975.58,8032.16,75919.0,Credit Card
T028627,C01362,P0157,S100,20250301,3,2189.65,547.8,6021.15,Cash
T028628,C04955,P0200,S099,20250731,4,989.83,434.97,3524.35,Cash
T028629,C03540,P0143,S078,20241108,2,113972.87,17816.48,210129.26,Cash
T028630,C01983,P0263,S035,20231231,1,2338.87,142.01,2196.86,Debit Card
T028631,C01553,P0293,S094,20250202,1,624.4,11.19,613.21,UPI
T028632,C00786,P0217,S068,20240403,5,154.43,20.31,751.84,UPI
T028633,C02408,P0447,S094,20241113,1,3730.67,519.85,3210.82,UPI
T028634,C02936,P0291,S113,20230409,2,839.49,41.32,1637.66,Credit Card
T028635,C02375,P0348,S073,20231018,2,3131.64,663.04,5600.24,UPI
T028636,C03936,P0258,S014,20231122,3,799.52,84.18,2314.38,Debit Card
T028637,C04720,P0469,S085,20240608,2,1289.3,103.55,2475.05,Debit Card
T028638,C00422,P0152,S022,20240623,1,344.8,19.2,325.6,Cash
T028639,C03894,P0024,S087,20240721,1,973.29,48.25,925.04,Credit Card
T028640,C04658,P0157,S002,20230303,3,2189.65,546.49,6022.46,UPI
T028641,C02984,P0420,S014,20250920,2,7253.42,1727.52,12779.32,UPI
T028642,C00431,P0092,S052,20251011,3,3437.62,1467.56,8845.3,Credit Card
T028643,C00345,P0043,S049,20230125,1,51737.62,6984.54,44753.08,UPI
T028644,C01445,P0249,S061,20250804,2,113712.27,28401.43,199023.11,Cash
T028645,C02035,P0085,S031,20240114,3,2698.4,916.37,7178.83,UPI
T028646,C03064,P0430,S032,20230501,3,468.59,12.83,1392.94,UPI
T028647,C03397,P0196,S013,20230921,2,71650.99,16736.36,126565.62,Debit Card
T028648,C03373,P0111,S106,20240507,2,3592.41,904.71,6280.11,UPI
T028649,C03391,P0446,S062,20240810,2,663.19,22.88,1303.5,Credit Card
T028650,C02932,P0195,S053,20240503,2,1816.47,600.81,3032.13,Cash
T028651,C02598,P0060,S092,20231028,2,6652.47,870.5,12434.44,Credit Card
T028652,C02239,P0425,S086,20250805,1,31928.57,4249.71,27678.86,UPI
T028653,C02710,P0443,S108,20240827,1,6443.38,481.53,5961.85,UPI
T028654,C04024,P0079,S023,20240930,1,10908.41,664.23,10244.18,Credit Card
T028655,C03654,P0187,S055,20241207,4,1807.93,645.24,6586.48,Credit Card
T028656,C03481,P0320,S096,20240913,3,1408.13,209.51,4014.88,Cash
T028657,C03264,P0064,S072,20251116,2,2864.27,2032.17,3696.37,Credit Card
T028658,C03071,P0232,S020,20230128,1,1731.88,116.92,1614.96,UPI
T028659,C00943,P0317,S056,20250807,2,10049.42,1264.35,18834.49,Credit Card
T028660,C00089,P0495,S064,20250513,3,4005.92,882.42,11135.34,Credit Card
T028661,C01239,P0117,S043,20240715,2,81074.95,13485.35,148664.55,UPI
T028662,C03846,P0038,S095,20240116,1,1040.64,48.46,992.18,UPI
T028663,C04845,P0256,S011,20230419,2,1686.7,389.45,2983.95,Credit Card
T028664,C03979,P0218,S053,20250708,1,95848.24,8431.8,87416.44,UPI
T028665,C00103,P0460,S027,20250210,3,1346.15,8.6,4029.85,Debit Card
T028666,C04941,P0165,S119,20250228,2,277.1,64.34,489.86,UPI
T028667,C02498,P0143,S026,20250212,2,113972.87,28017.82,199927.92,Credit Card
T028668,C03574,P0011,S098,20230902,2,492.78,14.75,970.81,Cash
T028669,C00604,P0009,S114,20230417,1,1069.04,81.12,987.92,Credit Card
T028670,C00416,P0235,S039,20250327,1,1943.12,135.13,1807.99,UPI
T028671,C04583,P0299,S090,20231129,2,742.07,84.9,1399.24,UPI
T028672,C03817,P0248,S090,20250923,1,2127.5,114.29,2013.21,Debit Card
T028673,C01733,P0340,S116,20251003,5,1306.61,719.22,5813.83,Debit Card
T028674,C01345,P0206,S075,20251110,1,913.94,69.16,844.78,Cash
T028675,C00352,P0221,S065,20230605,4,2712.22,3655.54,7193.34,Credit Card
T028676,C00323,P0448,S105,20250911,1,3087.1,338.31,2748.79,UPI
T028677,C04705,P0072,S011,20250819,1,1308.89,167.47,1141.42,Credit Card
T028678,C01779,P0313,S009,20240602,2,13461.71,3562.55,23360.87,UPI
T028679,C00288,P0377,S036,20230707,1,6009.24,686.46,5322.78,UPI
T028680,C01551,P0270,S003,20240402,1,971.48,123.77,847.71,UPI
T028681,C02390,P0419,S110,20230221,2,1664.38,270.22,3058.54,UPI
T028682,C04219,P0430,S120,20250601,2,468.59,36.65,900.53,UPI
T028683,C02473,P0412,S024,20251215,1,1240.96,70.49,1170.47,UPI
T028684,C02297,P0309,S104,20251220,1,458.08,45.57,412.51,Credit Card
T028685,C03353,P0275,S115,20231021,8,920.91,33.11,7334.17,UPI
T028686,C01273,P0086,S025,20241213,2,3679.75,963.51,6395.99,Debit Card
T028687,C04375,P0348,S051,20250418,1,3131.64,379.18,2752.46,UPI
T028688,C03086,P0395,S033,20250316,2,3346.94,882.86,5811.02,Cash
T028689,C00265,P0458,S102,20230909,1,17259.02,1434.92,15824.1,UPI
T028690,C04346,P0253,S101,20231127,2,110933.68,28391.11,193476.25,UPI
T028691,C00337,P0473,S091,20230926,1,609.15,77.24,531.91,UPI
T028692,C01500,P0033,S054,20230211,4,3065.67,4671.46,7591.22,Credit Card
T028693,C02694,P0351,S003,20251110,3,962.12,749.61,2136.75,Credit Card
T028694,C04125,P0475,S084,20251017,1,1991.61,417.12,1574.49,Cash
T028695,C01467,P0003,S057,20241109,1,31756.0,2171.06,29584.94,Debit Card
T028696,C02821,P0486,S037,20230703,1,12305.94,1476.46,10829.48,Credit Card
T028697,C03018,P0428,S057,20241219,2,76989.21,21176.43,132801.99,Credit Card
T028698,C01240,P0098,S037,20250326,1,946.76,85.0,861.76,UPI
T028699,C04646,P0070,S088,20240317,1,2724.29,376.77,2347.52,UPI
T028700,C00091,P0384,S101,20240821,1,16129.64,1805.1,14324.54,Credit Card
T028701,C01903,P0497,S114,20240327,1,14515.44,1091.31,13424.13,Net Banking
T028702,C01815,P0227,S035,20230115,2,1989.79,642.99,3336.59,UPI
T028703,C01636,P0288,S109,20240722,3,1771.4,12.31,5301.89,Debit Card
T028704,C03108,P0171,S078,20240212,3,1889.34,750.01,4918.01,Credit Card
T028705,C04616,P0333,S094,20240405,1,2470.18,147.73,2322.45,UPI
T028706,C02538,P0032,S015,20230902,2,4019.42,409.27,7629.57,Debit Card
T028707,C00926,P0060,S017,20231211,1,6652.47,912.22,5740.25,UPI
T028708,C04658,P0282,S063,20251104,2,73683.34,20928.18,126438.5,UPI
T028709,C00840,P0057,S099,20240330,1,1870.34,329.8,1540.54,UPI
T028710,C00091,P0122,S017,20240203,2,629.96,110.63,1149.29,Net Banking
T028711,C00645,P0241,S083,20240605,6,184.78,10.9,1097.78,Cash
T028712,C03589,P0202,S083,20250331,1,4261.1,503.63,3757.47,Credit Card
T028713,C04003,P0166,S085,20240714,3,2642.36,1157.45,6769.63,Net Banking
T028714,C00577,P0091,S055,20240411,2,14156.44,3102.61,25210.27,Credit Card
T028715,C00681,P0303,S039,20250917,2,114.3,10.21,218.39,Cash
T028716,C03349,P0276,S116,20241024,5,1230.58,754.88,5398.02,UPI
T028717,C02275,P0225,S031,20240512,3,645.41,680.0,1256.23,Debit Card
T028718,C01069,P0340,S101,20230907,5,1306.61,1141.76,5391.29,UPI
T028719,C04982,P0290,S029,20250712,1,1639.8,617.23,1022.57,UPI
T028720,C02365,P0411,S010,20240927,3,3685.58,1511.42,9545.32,UPI
T028721,C04547,P0493,S095,20241023,3,635.64,108.45,1798.47,Cash
T028722,C02075,P0370,S035,20231003,2,4677.55,850.21,8504.89,Debit Card
T028723,C04783,P0038,S085,20231006,3,1040.64,266.47,2855.45,UPI
T028724,C03298,P0268,S096,20230107,1,41975.58,3816.89,38158.69,Credit Card
T028725,C00694,P0201,S075,20230930,3,4846.17,5785.87,8752.64,UPI
T028726,C01668,P0497,S001,20250124,2,14515.44,3898.42,25132.46,UPI
T028727,C02802,P0360,S028,20250109,2,9965.55,2649.92,17281.18,Credit Card
T028728,C02795,P0378,S070,20240415,4,702.38,304.0,2505.52,Cash
T028729,C04460,P0338,S098,20230719,1,39974.32,2609.56,37364.76,UPI
T028730,C02740,P0308,S114,20230617,1,549.73,77.99,471.74,UPI
T028731,C03889,P0029,S115,20250815,3,4135.31,4918.86,7487.07,UPI
T028732,C00563,P0049,S106,20231126,9,115.1,39.71,996.19,Credit Card
T028733,C04986,P0085,S071,20241228,2,2698.4,415.47,4981.33,Debit Card
T028734,C02534,P0212,S093,20250627,2,6212.84,1363.14,11062.54,Debit Card
T028735,C03155,P0472,S043,20230531,3,354.25,45.46,1017.29,UPI
T028736,C03183,P0265,S099,20250816,2,7141.44,1626.53,12656.35,Credit Card
T028737,C04517,P0436,S114,20250112,2,1648.37,196.47,3100.27,Credit Card
T028738,C03174,P0385,S010,20240715,1,87496.18,6043.71,81452.47,UPI
T028739,C03851,P0297,S025,20231208,10,634.58,138.63,6207.17,Debit Card
T028740,C00082,P0388,S081,20240725,5,1825.08,964.2,8161.2,UPI
T028741,C03395,P0438,S112,20230821,1,90891.11,7570.08,83321.03,Credit Card
T028742,C00473,P0093,S103,20231009,2,13499.24,4004.6,22993.88,Credit Card
T028743,C01701,P0146,S102,20230701,2,258.75,34.28,483.22,Credit Card
T028744,C02322,P0126,S054,20250728,1,12470.16,914.39,11555.77,UPI
T028745,C04467,P0321,S112,20230102,2,457.0,43.61,870.39,UPI
T028746,C00756,P0355,S070,20250514,1,4843.43,1794.58,3048.85,UPI
T028747,C02145,P0121,S002,20241211,3,927.59,364.38,2418.39,Credit Card
T028748,C00508,P0190,S074,20240527,3,4303.34,725.44,12184.58,UPI
T028749,C03063,P0316,S108,20241003,1,2863.73,928.92,1934.81,UPI
T028750,C01450,P0091,S011,20241012,1,14156.44,2757.39,11399.05,Cash
T028751,C04240,P0475,S075,20250630,4,1991.61,2252.42,5714.02,Debit Card
T028752,C01620,P0400,S001,20240709,1,1917.26,112.66,1804.6,Credit Card
T028753,C02340,P0146,S092,20231227,1,258.75,8.27,250.48,UPI
T028754,C02707,P0092,S045,20250416,1,3437.62,1081.5,2356.12,UPI
T028755,C03197,P0050,S020,20230619,2,863.47,603.43,1123.51,Cash
T028756,C02254,P0318,S073,20240926,2,1410.55,553.26,2267.84,Debit Card
T028757,C04247,P0441,S061,20250813,2,7887.12,841.66,14932.58,Debit Card
T028758,C03820,P0016,S100,20230828,1,1299.34,328.02,971.32,Credit Card
T028759,C00511,P0436,S056,20230921,1,1648.37,126.89,1521.48,Credit Card
T028760,C02420,P0016,S023,20231116,3,1299.34,860.34,3037.68,Credit Card
T028761,C02444,P0379,S105,20230729,2,2179.36,393.92,3964.8,UPI
T028762,C00365,P0121,S082,20240418,5,927.59,526.99,4110.96,UPI
T028763,C01055,P0323,S066,20241222,1,9234.38,1102.16,8132.22,Credit Card
T028764,C04239,P0176,S051,20230107,4,880.48,156.78,3365.14,Debit Card
T028765,C00501,P0418,S065,20240401,3,1561.12,157.44,4525.92,UPI
T028766,C01396,P0086,S040,20240331,1,3679.75,420.18,3259.57,UPI
T028767,C02582,P0011,S017,20241116,3,492.78,88.51,1389.83,UPI
T028768,C04241,P0077,S032,20241016,3,1497.2,1192.35,3299.25,Debit Card
T028769,C03246,P0386,S044,20250903,1,4833.24,1846.05,2987.19,UPI
T028770,C00420,P0350,S045,20250410,2,279.65,2.3,557.0,Cash
T028771,C00298,P0050,S001,20251007,2,863.47,494.47,1232.47,Credit Card
T028772,C02576,P0181,S095,20240319,1,18795.78,2528.83,16266.95,UPI
T028773,C04847,P0366,S025,20241102,1,9068.38,497.06,8571.32,Credit Card
T028774,C03346,P0260,S080,20240302,2,1900.95,383.78,3418.12,UPI
T028775,C01270,P0362,S108,20230209,2,1558.94,153.75,2964.13,Credit Card
T028776,C00376,P0264,S027,20230316,2,3059.24,807.17,5311.31,UPI
T028777,C03628,P0017,S016,20240414,3,1508.18,281.29,4243.25,Credit Card
T028778,C02235,P0218,S117,20230611,1,95848.24,10391.12,85457.12,UPI
T028779,C02854,P0010,S099,20240930,2,21728.85,7786.96,35670.74,Cash
T028780,C04880,P0385,S106,20240130,2,87496.18,19464.97,155527.39,Credit Card
T028781,C01717,P0451,S102,20250227,2,5858.63,1122.12,10595.14,Credit Card
T028782,C02610,P0479,S005,20250202,1,94604.45,7686.28,86918.17,Net Banking
T028783,C01774,P0462,S036,20240727,2,3754.59,539.44,6969.74,UPI
T028784,C03917,P0099,S073,20250515,2,1309.08,357.05,2261.11,Credit Card
T028785,C00144,P0242,S037,20240811,2,48262.36,13609.28,82915.44,UPI
T028786,C01509,P0258,S030,20250213,3,799.52,42.62,2355.94,UPI
T028787,C03729,P0180,S104,20241103,3,1311.43,341.04,3593.25,UPI
T028788,C01202,P0388,S007,20251212,5,1825.08,664.44,8460.96,UPI
T028789,C01081,P0464,S090,20240914,4,1864.66,616.97,6841.67,Credit Card
T028790,C04081,P0092,S117,20241226,2,3437.62,1060.36,5814.88,UPI
T028791,C02576,P0133,S041,20230822,3,4204.98,1424.77,11190.17,Credit Card
T028792,C03506,P0014,S053,20230509,3,1701.42,432.9,4671.36,Credit Card
T028793,C03981,P0342,S004,20250401,2,675.8,7.14,1344.46,UPI
T028794,C02513,P0226,S081,20250720,4,608.71,853.63,1581.21,Credit Card
T028795,C00614,P0075,S115,20230323,3,479.81,299.9,1139.53,Credit Card
T028796,C02901,P0484,S116,20231206,2,893.58,187.72,1599.44,Credit Card
T028797,C04381,P0484,S057,20240227,3,893.58,221.88,2458.86,Net Banking
T028798,C00187,P0293,S070,20251004,1,624.4,13.17,611.23,Debit Card
T028799,C00608,P0063,S027,20230210,4,1165.72,428.79,4234.09,Credit Card
T028800,C03852,P0064,S008,20230612,4,2864.27,4413.82,7043.26,UPI
T028801,C02238,P0007,S065,20240531,2,4093.5,2590.36,5596.64,Cash
T028802,C01099,P0445,S097,20240707,3,793.76,116.43,2264.85,Debit Card
T028803,C00479,P0310,S050,20250802,1,13126.9,1793.63,11333.27,Credit Card
T028804,C02520,P0092,S094,20250823,1,3437.62,980.9,2456.72,Credit Card
T028805,C04892,P0493,S040,20230903,1,635.64,19.02,616.62,UPI
T028806,C04879,P0391,S057,20251113,1,112710.01,6727.02,105982.99,Debit Card
T028807,C01397,P0394,S025,20230820,3,1165.85,392.9,3104.65,Cash
T028808,C03905,P0458,S002,20251017,2,17259.02,1757.21,32760.83,UPI
T028809,C00639,P0356,S076,20251202,1,1738.24,172.88,1565.36,UPI
T028810,C03747,P0192,S001,20231010,2,115.39,38.08,192.7,UPI
T028811,C01680,P0012,S018,20250504,1,9293.31,506.96,8786.35,Credit Card
T028812,C03856,P0247,S016,20240726,1,1631.26,647.33,983.93,Debit Card
T028813,C03049,P0451,S081,20251006,2,5858.63,1890.33,9826.93,Cash
T028814,C01666,P0423,S058,20240505,2,33144.43,3867.4,62421.46,Cash
T028815,C00373,P0266,S064,20250821,1,13824.07,1608.05,12216.02,UPI
T028816,C01596,P0465,S103,20250501,2,11382.92,2672.85,20092.99,Cash
T028817,C01519,P0469,S099,20250718,1,1289.3,123.68,1165.62,Credit Card
T028818,C02631,P0433,S116,20240417,2,637.15,100.22,1174.08,UPI
T028819,C01398,P0214,S118,20240911,1,118714.4,11912.86,106801.54,Net Banking
T028820,C00211,P0471,S070,20230319,1,2876.93,344.23,2532.7,UPI
T028821,C04909,P0032,S102,20230107,2,4019.42,643.39,7395.45,Debit Card
T028822,C00793,P0351,S066,20240831,3,962.12,360.65,2525.71,Net Banking
T028823,C04131,P0363,S051,20230703,2,1609.93,428.05,2791.81,UPI
T028824,C02818,P0294,S005,20231206,3,1797.82,2061.59,3331.87,UPI
T028825,C00910,P0391,S058,20230506,2,112710.01,21679.46,203740.56,UPI
T028826,C00432,P0401,S085,20231106,4,1342.0,632.58,4735.42,UPI
T028827,C03907,P0489,S060,20231106,1,1581.43,113.41,1468.02,Cash
T028828,C00705,P0365,S088,20240208,9,934.8,235.78,8177.42,Net Banking
T028829,C03633,P0388,S049,20250807,3,1825.08,453.13,5022.11,UPI
T028830,C00098,P0212,S008,20250207,2,6212.84,1237.15,11188.53,Credit Card
T028831,C02294,P0375,S017,20250709,2,2433.4,566.66,4300.14,Debit Card
T028832,C01355,P0107,S076,20251219,2,19150.13,6602.75,31697.51,Credit Card
T028833,C01296,P0135,S110,20230501,1,575.69,8.81,566.88,UPI
T028834,C00363,P0235,S115,20240719,1,1943.12,31.15,1911.97,UPI
T028835,C01620,P0133,S088,20250603,2,4204.98,978.1,7431.86,Credit Card
T028836,C01645,P0151,S026,20240428,2,1408.49,443.42,2373.56,Debit Card
T028837,C04772,P0131,S098,20230608,4,329.25,218.65,1098.35,Debit Card
T028838,C01149,P0352,S001,20250701,1,33551.08,4866.02,28685.06,UPI
T028839,C03758,P0020,S058,20230911,2,3249.0,2520.83,3977.17,Net Banking
T028840,C00890,P0235,S022,20230102,1,1943.12,166.75,1776.37,Credit Card
T028841,C03638,P0117,S061,20250731,2,81074.95,16296.83,145853.07,Credit Card
T028842,C03176,P0087,S072,20240427,1,6498.64,1205.84,5292.8,Credit Card
T028843,C00569,P0346,S015,20230109,4,665.12,355.73,2304.75,UPI
T028844,C02226,P0029,S036,20231005,1,4135.31,729.06,3406.25,Credit Card
T028845,C00213,P0111,S080,20230416,2,3592.41,990.39,6194.43,Credit Card
T028846,C01499,P0320,S074,20230729,3,1408.13,359.16,3865.23,UPI
T028847,C00486,P0120,S012,20241106,3,3735.53,1286.18,9920.41,Credit Card
T028848,C00186,P0274,S037,20250518,3,1635.49,638.53,4267.94,Net Banking
T028849,C00684,P0025,S012,20240918,2,849.59,45.38,1653.8,Debit Card
T028850,C03303,P0175,S084,20240206,3,1936.68,86.58,5723.46,Credit Card
T028851,C00620,P0350,S086,20230513,7,279.65,27.23,1930.32,UPI
T028852,C03888,P0137,S020,20250120,1,747.34,91.77,655.57,UPI
T028853,C02491,P0419,S071,20230222,5,1664.38,585.07,7736.83,Credit Card
T028854,C00838,P0440,S058,20230102,2,8191.29,1419.47,14963.11,UPI
T028855,C00936,P0115,S009,20230504,1,1265.78,35.64,1230.14,UPI
T028856,C00336,P0447,S116,20231110,1,3730.67,413.3,3317.37,Debit Card
T028857,C02686,P0375,S036,20230301,3,2433.4,920.39,6379.81,UPI
T028858,C01184,P0180,S031,20230308,2,1311.43,219.63,2403.23,UPI
T028859,C04930,P0089,S063,20250509,2,10291.5,1988.97,18594.03,Credit Card
T028860,C01228,P0416,S033,20230807,1,344.45,15.31,329.14,UPI
T028861,C04360,P0302,S046,20231229,1,70626.33,8506.29,62120.04,UPI
T028862,C03125,P0017,S043,20231122,3,1508.18,612.68,3911.86,UPI
T028863,C02841,P0371,S036,20231104,2,1230.63,220.42,2240.84,UPI
T028864,C00292,P0350,S007,20240328,9,279.65,19.73,2497.12,UPI
T028865,C01510,P0287,S066,20240721,3,2638.81,780.43,7136.0,UPI
T028866,C03041,P0334,S086,20240703,6,343.83,48.4,2014.58,UPI
T028867,C03297,P0091,S023,20240829,1,14156.44,2063.14,12093.3,Credit Card
T028868,C00237,P0203,S094,20251031,1,3047.43,570.39,2477.04,Credit Card
T028869,C02639,P0322,S020,20250811,2,1370.98,361.02,2380.94,Debit Card
T028870,C01539,P0011,S074,20230408,1,492.78,29.97,462.81,UPI
T028871,C04183,P0412,S106,20240226,3,1240.96,40.31,3682.57,Credit Card
T028872,C00525,P0195,S062,20230626,2,1816.47,220.57,3412.37,Credit Card
T028873,C03721,P0408,S105,20230507,7,160.43,25.39,1097.62,Credit Card
T028874,C02474,P0068,S114,20230418,2,1957.17,32.67,3881.67,Credit Card
T028875,C00854,P0167,S021,20240214,5,1685.98,1607.83,6822.07,Cash
T028876,C03623,P0416,S025,20230320,1,344.45,29.02,315.43,UPI
T028877,C03111,P0127,S021,20240120,1,11480.28,1669.36,9810.92,Credit Card
T028878,C04231,P0435,S030,20240917,3,542.22,311.87,1314.79,UPI
T028879,C00348,P0323,S071,20240104,1,9234.38,1074.02,8160.36,Debit Card
T028880,C01714,P0325,S118,20231027,8,348.67,107.88,2681.48,UPI
T028881,C03754,P0238,S061,20251106,1,12185.43,856.05,11329.38,Debit Card
T028882,C02033,P0022,S003,20240122,3,3488.12,1031.58,9432.78,Net Banking
T028883,C04215,P0261,S074,20240422,2,1544.41,531.61,2557.21,UPI
T028884,C00277,P0466,S044,20230225,2,1215.12,134.88,2295.36,UPI
T028885,C02271,P0090,S120,20230415,1,789.5,4.51,784.99,Cash
T028886,C01187,P0051,S031,20250805,1,10771.01,990.46,9780.55,Credit Card
T028887,C03901,P0390,S090,20240825,2,112401.1,15297.02,209505.18,UPI
T028888,C00459,P0486,S058,20231212,2,12305.94,1901.16,22710.72,Credit Card
T028889,C01958,P0045,S087,20231115,1,37803.66,3126.99,34676.67,UPI
T028890,C04008,P0227,S014,20250331,1,1989.79,186.12,1803.67,Credit Card
T028891,C02641,P0250,S095,20240609,5,163.99,0.78,819.17,UPI
T028892,C00376,P0289,S012,20241222,1,68772.19,6548.17,62224.02,UPI
T028893,C00994,P0412,S080,20250516,3,1240.96,20.52,3702.36,Credit Card
T028894,C03301,P0431,S057,20250524,2,1728.81,146.16,3311.46,UPI
T028895,C02485,P0121,S008,20240518,5,927.59,503.71,4134.24,Cash
T028896,C00323,P0347,S048,20250602,2,2366.15,1549.17,3183.13,UPI
T028897,C02742,P0255,S066,20251215,3,237.54,44.72,667.9,Cash
T028898,C00476,P0377,S095,20250928,2,6009.24,847.94,11170.54,Debit Card
