date_key,full_date,day,month,month_name,quarter,year,weekday,week_number,is_weekend
20250618,2025-06-18,18,6,June,2,2025,Wednesday,25,False
20250619,2025-06-19,19,6,June,2,2025,Thursday,25,False
20250620,2025-06-20,20,6,June,2,2025,Friday,25,False
20250621,2025-06-21,21,6,June,2,2025,Saturday,25,True
20250622,2025-06-22,22,6,June,2,2025,Sunday,25,True
20250623,2025-06-23,23,6,June,2,2025,Monday,26,False
20250624,2025-06-24,24,6,June,2,2025,Tuesday,26,False
20250625,2025-06-25,25,6,June,2,2025,Wednesday,26,False
20250626,2025-06-26,26,6,June,2,2025,Thursday,26,False
20250627,2025-06-27,27,6,June,2,2025,Friday,26,False
20250628,2025-06-28,28,6,June,2,2025,Saturday,26,True
20250629,2025-06-29,29,6,June,2,2025,Sunday,26,True
20250630,2025-06-30,30,6,June,2,2025,Monday,27,False
20250701,2025-07-01,1,7,July,3,2025,Tuesday,27,False
20250702,2025-07-02,2,7,July,3,2025,Wednesday,27,False
20250703,2025-07-03,3,7,July,3,2025,Thursday,27,False
20250704,2025-07-04,4,7,July,3,2025,Friday,27,False
20250705,2025-07-05,5,7,July,3,2025,Saturday,27,True
20250706,2025-07-06,6,7,July,3,2025,Sunday,27,True
20250707,2025-07-07,7,7,July,3,2025,Monday,28,False
20250708,2025-07-08,8,7,July,3,2025,Tuesday,28,False
20250709,2025-07-09,9,7,July,3,2025,Wednesday,28,False
20250710,2025-07-10,10,7,July,3,2025,Thursday,28,False
20250711,2025-07-11,11,7,July,3,2025,Friday,28,False
20250712,2025-07-12,12,7,July,3,2025,Saturday,28,True
20250713,2025-07-13,13,7,July,3,2025,Sunday,28,True
20250714,2025-07-14,14,7,July,3,2025,Monday,29,False
20250715,2025-07-15,15,7,July,3,2025,Tuesday,29,False
20250716,2025-07-16,16,7,July,3,2025,Wednesday,29,False
20250717,2025-07-17,17,7,July,3,2025,Thursday,29,False
20250718,2025-07-18,18,7,July,3,2025,Friday,29,False
20250719,2025-07-19,19,7,July,3,2025,Saturday,29,True
20250720,2025-07-20,20,7,July,3,2025,Sunday,29,True
20250721,2025-07-21,21,7,July,3,2025,Monday,30,False
20250722,2025-07-22,22,7,July,3,2025,Tuesday,30,False
20250723,2025-07-23,23,7,July,3,2025,Wednesday,30,False
20250724,2025-07-24,24,7,July,3,2025,Thursday,30,False
20250725,2025-07-25,25,7,July,3,2025,Friday,30,False
20250726,2025-07-26,26,7,July,3,2025,Saturday,30,True
20250727,2025-07-27,27,7,July,3,2025,Sunday,30,True
20250728,2025-07-28,28,7,July,3,2025,Monday,31,False
20250729,2025-07-29,29,7,July,3,2025,Tuesday,31,False
20250730,2025-07-30,30,7,July,3,2025,Wednesday,31,False
20250731,2025-07-31,31,7,July,3,2025,Thursday,31,False
20250801,2025-08-01,1,8,August,3,2025,Friday,31,False
20250802,2025-08-02,2,8,August,3,2025,Saturday,31,True
20250803,2025-08-03,3,8,August,3,2025,Sunday,31,True
20250804,2025-08-04,4,8,August,3,2025,Monday,32,False
20250805,2025-08-05,5,8,August,3,2025,Tuesday,32,False
20250806,2025-08-06,6,8,August,3,2025,Wednesday,32,False
20250807,2025-08-07,7,8,August,3,2025,Thursday,32,False
20250808,2025-08-08,8,8,August,3,2025,Friday,32,False
20250809,2025-08-09,9,8,August,3,2025,Saturday,32,True
20250810,2025-08-10,10,8,August,3,2025,Sunday,32,True
20250811,2025-08-11,11,8,August,3,2025,Monday,33,False
20250812,2025-08-12,12,8,August,3,2025,Tuesday,33,False
20250813,2025-08-13,13,8,August,3,2025,Wednesday,33,False
20250814,2025-08-14,14,8,August,3,2025,Thursday,33,False
20250815,2025-08-15,15,8,August,3,2025,Friday,33,False
20250816,2025-08-16,16,8,August,3,2025,Saturday,33,True
20250817,2025-08-17,17,8,August,3,2025,Sunday,33,True
20250818,2025-08-18,18,8,August,3,2025,Monday,34,False
20250819,2025-08-19,19,8,August,3,2025,Tuesday,34,False
20250820,2025-08-20,20,8,August,3,2025,Wednesday,34,False
20250821,2025-08-21,21,8,August,3,2025,Thursday,34,False
20250822,2025-08-22,22,8,August,3,2025,Friday,34,False
20250823,2025-08-23,23,8,August,3,2025,Saturday,34,True
20250824,2025-08-24,24,8,August,3,2025,Sunday,34,True
20250825,2025-08-25,25,8,August,3,2025,Monday,35,False
20250826,2025-08-26,26,8,August,3,2025,Tuesday,35,False
20250827,2025-08-27,27,8,August,3,2025,Wednesday,35,False
20250828,2025-08-28,28,8,August,3,2025,Thursday,35,False
20250829,2025-08-29,29,8,August,3,2025,Friday,35,False
20250830,2025-08-30,30,8,August,3,2025,Saturday,35,True
20250831,2025-08-31,31,8,August,3,2025,Sunday,35,True
20250901,2025-09-01,1,9,September,3,2025,Monday,36,False
20250902,2025-09-02,2,9,September,3,2025,Tuesday,36,False
20250903,2025-09-03,3,9,September,3,2025,Wednesday,36,False
20250904,2025-09-04,4,9,September,3,2025,Thursday,36,False
20250905,2025-09-05,5,9,September,3,2025,Friday,36,False
20250906,2025-09-06,6,9,September,3,2025,Saturday,36,True
20250907,2025-09-07,7,9,September,3,2025,Sunday,36,True
20250908,2025-09-08,8,9,September,3,2025,Monday,37,False
20250909,2025-09-09,9,9,September,3,2025,Tuesday,37,False
20250910,2025-09-10,10,9,September,3,2025,Wednesday,37,False
20250911,2025-09-11,11,9,September,3,2025,Thursday,37,False
20250912,2025-09-12,12,9,September,3,2025,Friday,37,False
20250913,2025-09-13,13,9,September,3,2025,Saturday,37,True
20250914,2025-09-14,14,9,September,3,2025,Sunday,37,True
20250915,2025-09-15,15,9,September,3,2025,Monday,38,False
20250916,2025-09-16,16,9,September,3,2025,Tuesday,38,False
20250917,2025-09-17,17,9,September,3,2025,Wednesday,38,False
20250918,2025-09-18,18,9,September,3,2025,Thursday,38,False
20250919,2025-09-19,19,9,September,3,2025,Friday,38,False
20250920,2025-09-20,20,9,September,3,2025,Saturday,38,True
20250921,2025-09-21,21,9,September,3,2025,Sunday,38,True
20250922,2025-09-22,22,9,September,3,2025,Monday,39,False
20250923,2025-09-23,23,9,September,3,2025,Tuesday,39,False
20250924,2025-09-24,24,9,September,3,2025,Wednesday,39,False
20250925,2025-09-25,25,9,September,3,2025,Thursday,39,False
20250926,2025-09-26,26,9,September,3,2025,Friday,39,False
20250927,2025-09-27,27,9,September,3,2025,Saturday,39,True
20250928,2025-09-28,28,9,September,3,2025,Sunday,39,True
20250929,2025-09-29,29,9,September,3,2025,Monday,40,False
20250930,2025-09-30,30,9,September,3,2025,Tuesday,40,False
20251001,2025-10-01,1,10,October,4,2025,Wednesday,40,False
20251002,2025-10-02,2,10,October,4,2025,Thursday,40,False
20251003,2025-10-03,3,10,October,4,2025,Friday,40,False
20251004,2025-10-04,4,10,October,4,2025,Saturday,40,True
20251005,2025-10-05,5,10,October,4,2025,Sunday,40,True
20251006,2025-10-06,6,10,October,4,2025,Monday,41,False
20251007,2025-10-07,7,10,October,4,2025,Tuesday,41,False
20251008,2025-10-08,8,10,October,4,2025,Wednesday,41,False
20251009,2025-10-09,9,10,October,4,2025,Thursday,41,False
20251010,2025-10-10,10,10,October,4,2025,Friday,41,False
20251011,2025-10-11,11,10,October,4,2025,Saturday,41,True
20251012,2025-10-12,12,10,October,4,2025,Sunday,41,True
20251013,2025-10-13,13,10,October,4,2025,Monday,42,False
20251014,2025-10-14,14,10,October,4,2025,Tuesday,42,False
20251015,2025-10-15,15,10,October,4,2025,Wednesday,42,False
20251016,2025-10-16,16,10,October,4,2025,Thursday,42,False
20251017,2025-10-17,17,10,October,4,2025,Friday,42,False
20251018,2025-10-18,18,10,October,4,2025,Saturday,42,True
20251019,2025-10-19,19,10,October,4,2025,Sunday,42,True
20251020,2025-10-20,20,10,October,4,2025,Monday,43,False
20251021,2025-10-21,21,10,October,4,2025,Tuesday,43,False
20251022,2025-10-22,22,10,October,4,2025,Wednesday,43,False
20251023,2025-10-23,23,10,October,4,2025,Thursday,43,False
20251024,2025-10-24,24,10,October,4,2025,Friday,43,False
20251025,2025-10-25,25,10,October,4,2025,Saturday,43,True
20251026,2025-10-26,26,10,October,4,2025,Sunday,43,True
20251027,2025-10-27,27,10,October,4,2025,Monday,44,False
20251028,2025-10-28,28,10,October,4,2025,Tuesday,44,False
20251029,2025-10-29,29,10,October,4,2025,Wednesday,44,False
20251030,2025-10-30,30,10,October,4,2025,Thursday,44,False
20251031,2025-10-31,31,10,October,4,2025,Friday,44,False
20251101,2025-11-01,1,11,November,4,2025,Saturday,44,True
20251102,2025-11-02,2,11,November,4,2025,Sunday,44,True
20251103,2025-11-03,3,11,November,4,2025,Monday,45,False
20251104,2025-11-04,4,11,November,4,2025,Tuesday,45,False
20251105,2025-11-05,5,11,November,4,2025,Wednesday,45,False
20251106,2025-11-06,6,11,November,4,2025,Thursday,45,False
20251107,2025-11-07,7,11,November,4,2025,Friday,45,False
20251108,2025-11-08,8,11,November,4,2025,Saturday,45,True
20251109,2025-11-09,9,11,November,4,2025,Sunday,45,True
20251110,2025-11-10,10,11,November,4,2025,Monday,46,False
20251111,2025-11-11,11,11,November,4,2025,Tuesday,46,False
20251112,2025-11-12,12,11,November,4,2025,Wednesday,46,False
20251113,2025-11-13,13,11,November,4,2025,Thursday,46,False
20251114,2025-11-14,14,11,November,4,2025,Friday,46,False
20251115,2025-11-15,15,11,November,4,2025,Saturday,46,True
20251116,2025-11-16,16,11,November,4,2025,Sunday,46,True
20251117,2025-11-17,17,11,November,4,2025,Monday,47,False
20251118,2025-11-18,18,11,November,4,2025,Tuesday,47,False
20251119,2025-11-19,19,11,November,4,2025,Wednesday,47,False
20251120,2025-11-20,20,11,November,4,2025,Thursday,47,False
20251121,2025-11-21,21,11,November,4,2025,Friday,47,False
20251122,2025-11-22,22,11,November,4,2025,Saturday,47,True
20251123,2025-11-23,23,11,November,4,2025,Sunday,47,True
20251124,2025-11-24,24,11,November,4,2025,Monday,48,False
20251125,2025-11-25,25,11,November,4,2025,Tuesday,48,False
20251126,2025-11-26,26,11,November,4,2025,Wednesday,48,False
20251127,2025-11-27,27,11,November,4,2025,Thursday,48,False
20251128,2025-11-28,28,11,November,4,2025,Friday,48,False
20251129,2025-11-29,29,11,November,4,2025,Saturday,48,True
20251130,2025-11-30,30,11,November,4,2025,Sunday,48,True
20251201,2025-12-01,1,12,December,4,2025,Monday,49,False
20251202,2025-12-02,2,12,December,4,2025,Tuesday,49,False
20251203,2025-12-03,3,12,December,4,2025,Wednesday,49,False
20251204,2025-12-04,4,12,December,4,2025,Thursday,49,False
20251205,2025-12-05,5,12,December,4,2025,Friday,49,False
20251206,2025-12-06,6,12,December,4,2025,Saturday,49,True
20251207,2025-12-07,7,12,December,4,2025,Sunday,49,True
20251208,2025-12-08,8,12,December,4,2025,Monday,50,False
20251209,2025-12-09,9,12,December,4,2025,Tuesday,50,False
20251210,2025-12-10,10,12,December,4,2025,Wednesday,50,False
20251211,2025-12-11,11,12,December,4,2025,Thursday,50,False
20251212,2025-12-12,12,12,December,4,2025,Friday,50,False
20251213,2025-12-13,13,12,December,4,2025,Saturday,50,True
20251214,2025-12-14,14,12,December,4,2025,Sunday,50,True
20251215,2025-12-15,15,12,December,4,2025,Monday,51,False
20251216,2025-12-16,16,12,December,4,2025,Tuesday,51,False
20251217,2025-12-17,17,12,December,4,2025,Wednesday,51,False
20251218,2025-12-18,18,12,December,4,2025,Thursday,51,False
20251219,2025-12-19,19,12,December,4,2025,Friday,51,False
20251220,2025-12-20,20,12,December,4,2025,Saturday,51,True
20251221,2025-12-21,21,12,December,4,2025,Sunday,51,True
20251222,2025-12-22,22,12,December,4,2025,Monday,52,False
20251223,2025-12-23,23,12,December,4,2025,Tuesday,52,False
20251224,2025-12-24,24,12,December,4,2025,Wednesday,52,False
20251225,2025-12-25,25,12,December,4,2025,Thursday,52,False
20251226,2025-12-26,26,12,December,4,2025,Friday,52,False
20251227,2025-12-27,27,12,December,4,2025,Saturday,52,True
20251228,2025-12-28,28,12,December,4,2025,Sunday,52,True
20251229,2025-12-29,29,12,December,4,2025,Monday,1,False
20251230,2025-12-30,30,12,December,4,2025,Tuesday,1,False
20251231,2025-12-31,31,12,December,4,2025,Wednesday,1,False
